Card Name,Card Number,Rarity,Color,Type,Effect,Energy Cost,AP Cost,Power,Attributes,Generate Energy,Trigger,Image
Kohaku,UA50BT/IYS-1-024,U,Purple,Character,[On Leave] Add this card to your hand.,1,1,2000,Naraku Faction,P,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-024.png?v8
Naraku,UA50BT/IYS-1-025,U,Purple,Character,"[On Play] Choose up to 1 Character in the opponent's Front Line; this turn, BP -1000.",2,1,2500,Naraku Faction,P,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-025.png?v8
Naraku,UA50BT/IYS-1-026,R,Purple,Character,"If there are face-down cards under this Character, this Character gains [Impact Cancel].
[Your Turn] If there are face-down cards under this Character, this Character gains BP +1000.",2,1,3000+,Naraku Faction,P,[Color],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-026.png?v8
Naraku,UA50BT/IYS-1-027,R,Purple,Character,"[Activate: Main] [1/Turn] Choose up to 1 Character in the opponent's Front Line; this turn, BP -1000, set this Character to Active, and this Character gains [Impact (1)] this turn. Retire 1 [Trait: Naraku Faction] on your area.",4,1,4000,Naraku Faction,P,[Get],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-027.png?v8
Naraku,UA50BT/IYS-1-028,SR,Purple,Character,"[Raid] Set <Naraku> to Active; it can move to Front Line.
Based on the number of face-down cards under this Character, gain all of the following effects:
• 2 or more: When this Character would leave the area, return this card to your hand instead.
• 3 or more: When this Character returns to your hand from your area, if this Character's Raid source card with Energy Cost 2 or less is in Outside Area, play up to 1 of those cards to your area Rested.
[Activate: Main] [1/Turn] Place 1 [Trait: Naraku Faction] or <Shikon Jewel Shard> from your Outside Area face-down under 1 <Naraku> on your area.",4,1,4000,Naraku Faction,P,[Raid],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-028.png?v8
Hakudoshi,UA50BT/IYS-1-029,C,Purple,Character,-,0,1,2000,Naraku Faction,P,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-029.png?v8
Hitomi Kagetsu,UA50BT/IYS-1-030,C,Purple,Character,"This card is also treated as <Naraku>.
[On Play] If all Characters on your area are [Trait: Naraku Faction], look at the top 1 card of your Deck and place it on top of your Deck or face-down under 1 <Naraku> on your area.",0,1,1500,Naraku Faction,P,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-030.png?v8
Byakuya of Dreams,UA50BT/IYS-1-031,C,Purple,Character,[On Leave] Place up to 2 cards from the top of your Deck into Outside Area.,0,1,1500,Naraku Faction,P,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-031.png?v8
Mirror of Kanna,UA50BT/IYS-1-032,U,Purple,Field,[Activate: Main] [Rest this card] Place 1 [Trait: Naraku Faction] or <Shikon Jewel Shard> from your Outside Area face-down under 1 <Naraku> on your area.,1,1,-,-,P,[Get],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-032.png?v8
Saimyosho,UA50BT/IYS-1-033,C,Purple,Event,"Draw 2 cards. If <Naraku> is on your area, the opponent places 2 Event cards from their Outside Area at the bottom of their Deck in any order.",3,1,-,-,-,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-033.png?v8
Shikon Jewel Shard,UA50BT/IYS-1-034,U,Purple,Event,Choose up to 2 of your AP cards and set them to Active.,3,1,-,-,-,[Final],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-034.png?v8
Miasma,UA50BT/IYS-1-035,U,Purple,Event,"Choose 1 Character in the opponent's Front Line; this turn, BP -1000 for each [Trait: Naraku Faction] on your area.",4,1,-,-,-,[Special],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-035.png?v8
Tenseiga,UA50BT/IYS-1-036,U,Purple,Event,"Draw 1 card, then discard 1 card from your hand. Then play up to 1 Purple Character card with no Trait with Energy Cost 3 or less and AP Cost 1 from your Outside Area to your area Rested.",4,1,-,-,-,[Active],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-036.png?v8
Bakusaiga,UA50BT/IYS-1-037,U,Purple,Event,"Choose 1 Character in the opponent's Front Line with 'BP 3000 or less' and retire it. If <Sesshomaru> is on your area, replace it with 'BP 5000 or less'.",4,1,-,-,-,[Special],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-037.png?v8
Dance of Blades,UA50BT/IYS-1-038,C,Purple,Event,Choose 1 Character in the opponent's Front Line with BP 3000 or less and retire it.,2,1,-,-,-,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-038.png?v8
Fusion,UA50BT/IYS-1-039,C,Purple,Event,"This card can only be used if there is a Character on your area.
Set 1 of your AP cards to Active. Draw 2 cards. Retire 1 Character on your area. You may place this card face-down under 1 <Naraku> on your area.",3,1,-,-,-,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-039.png?v8
There is Nothing Worth Gaining at the Cost of Rin's Life!!,UA50BT/IYS-1-040,U,Purple,Event,Choose up to 2 of your AP cards and set them to Active.,3,1,-,-,-,[Final],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-040.png?v8
Hachiemon of Awa,UA50BT/IYS-1-041,C,Red,Character,"[On Play] Look at the top 4 cards of your Deck, reveal up to 1 Red Event card and add it to your hand. Place the rest at the bottom of your Deck in any order. If a card was added to your hand, discard 1 card from your hand.",3,1,2500,-,RR,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-041.png?v8
Inuyasha,UA50BT/IYS-1-042,C,Red,Character,-,0,1,1500,-,R,[Get],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-042.png?v8
Inuyasha,UA50BT/IYS-1-043,U,Red,Character,"If there are no cards on your area, reduce the Energy Cost of this card in your hand by [Red ×2].
[Activate: Main] [1/Turn] Can only be activated if this Character went from Active to Rested by your own effect this turn. Set this Character to Active; this turn, BP +1000.",2,1,2000+,-,R,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-043.png?v8
Inuyasha,UA50BT/IYS-1-044,U,Red,Character,"If there are no face-down cards under this Character, this Character cannot block.
This Character enters play Active.
[Damage (2)] (Direct damage dealt by this Character's attack is 2.)
[Activate: Main] [Front Line] [1/Turn] Can only be activated if this Character is Rested. Set this Character to Active.
[Activate: Main] [Front Line] [1/Turn] Place 1 <Tetsusaiga> from your Outside Area face-down under this Character.",4,2,4000,-,R,[Get],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-044.png?v8
Inuyasha,UA50BT/IYS-1-045,R,Red,Character,"[Activate: Main] [1/Turn] Can only be activated if this Character went from Active to Rested by your own effect this turn. Set this Character to Active.
[Attacking] If this Character's BP is 4000 or more, draw 1 card.",3,1,3000,-,RR,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-045.png?v8
Inuyasha,UA50BT/IYS-1-046,SR,Red,Character,"[Raid] Set <Inuyasha> to Active; it can move to Front Line.
[1/Turn] When this Character's attack is not blocked, draw 1 card.
[Activate: Main] [1/Turn] Can only be activated if this Character went from Active to Rested by your own effect this turn. Set this Character to Active; this turn, gains 'BP +1000 and [Impact (1)]'. If this Character was played this turn, you may replace it with '[Double Attack]'.",4,1,4000+,-,R,[Raid],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-046.png?v8
Kaede,UA50BT/IYS-1-047,C,Red,Character,-,1,1,2500,-,R,[Active],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-047.png?v8
Kikyo,UA50BT/IYS-1-048,U,Red,Character,"[On Play] Choose up to 1 other Character on your area; this turn, BP +1000.",0,1,500,-,R,[Active],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-048.png?v8
Kikyo,UA50BT/IYS-1-049,SR,Red,Character,"[Impact Cancel] (The Character that battled this Character loses Impact for this battle.)
[Activate: Main] [1/Turn] Can only be activated on the turn this Character was played. Rest 1 Active <Inuyasha> in your Front Line. If you do, choose one of the following:
• Set this Character to Active; this turn, BP +1000.
• Choose up to 1 Character in the opponent's Front Line and Rest it.",3,1,3000+,-,RR,[Get],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-049.png?v8
Kirara,UA50BT/IYS-1-050,C,Red,Character,[Impact Cancel] (The Character that battled this Character loses Impact for this battle.),0,1,2000,-,R,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-050.png?v8
Kirara,UA50BT/IYS-1-051,R,Red,Character,"[Your Turn] If your <Sango> has attacked this turn, this Character gains BP +1000.",2,1,3000+,-,R,[Active],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-051.png?v8
Ginta & Hakkaku,UA50BT/IYS-1-052,C,Red,Character,"[Step] (During your Move Phase, you can move from Front Line to Energy Line.)",2,1,3000,-,R,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-052.png?v8
Koga,UA50BT/IYS-1-053,C,Red,Character,"[Step] (During your Move Phase, you can move from Front Line to Energy Line.)",0,1,2000,-,R,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-053.png?v8
Koga,UA50BT/IYS-1-054,SR,Red,Character,"[On Play] If <Kagome Higurashi> is on your area, you may set this Character to Active. If you do, this Character gains ""At the end of your Attack Phase, if this Character's BP is 4000 or less, return it to your hand."" this turn.",4,1,4000,-,R,[Active],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-054.png?v8
Kohaku,UA50BT/IYS-1-055,C,Red,Character,"[Activate: Main] [Rest this card] [1/Turn] This Character gains Generate Energy +[Red] and ""At the end of the Main Phase, retire this Character."" this turn.",0,1,1000,-,R+,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-055.png?v8
Sango,UA50BT/IYS-1-056,C,Red,Character,"[On Play] Look at the top 2 cards of your Deck, place up to 1 Red Event card in Outside Area. Place the rest on top of your Deck in any order.",0,1,1500,-,R,[Active],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-056.png?v8
Sango,UA50BT/IYS-1-057,U,Red,Character,"[On Play] Look at the top 3 cards of your Deck, reveal up to 1 <Sango>, <Miroku>, or <Kirara> and add it to your hand. Place the rest at the bottom of your Deck in any order. If a card was added to your hand, discard 1 card from your hand.",1,1,2000,-,R,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-057.png?v8
Sango,UA50BT/IYS-1-058,R,Red,Character,"[Your Turn] If <Miroku> is on your area, this Character gains BP +1000.
[On Play] Look at the top 3 cards of your Deck, place up to 1 Red Event card in Outside Area. Place the rest at the bottom of your Deck in any order.",3,1,3000+,-,RR,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-058.png?v8
Sango,UA50BT/IYS-1-059,SR,Red,Character,"[Raid] Set <Sango> to Active; it can move to Front Line.
[Impact (1)] (When attacking and winning the battle, deal 1 damage to the opponent.)
[On Play] Draw '1' card, then discard 1 card from your hand. If <Miroku> is on your area, you may replace it with '2 cards'.",4,1,4000,-,R,[Raid],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-059.png?v8
Shippo,UA50BT/IYS-1-060,C,Red,Character,"[On Play] Choose up to 1 other Character on your area; this turn, BP +1000.",1,1,2000,-,R,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-060.png?v8
Shippo,UA50BT/IYS-1-061,SR,Red,Character,"If there are no cards on your area, reduce the Energy Cost of this card in your hand by [Red ×2].
[On Play] Look at the top 1 card of your Deck and place it on top of your Deck or in Outside Area.
[Activate: Main] [Rest this card] [Retire this card] Play up to 1 Red Character card other than <Shippo> with Energy Cost 0 from your Outside Area to your area Rested.",2,1,2000,-,R,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-061.png?v8
Totosai,UA50BT/IYS-1-062,U,Red,Character,[On Play] Add up to 1 Red Event card from your Outside Area to your hand.,3,2,3500,-,RR,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-062.png?v8
Kagome Higurashi,UA50BT/IYS-1-063,C,Red,Character,"[On Play] Draw 1 card, then discard 1 card from your hand.",0,1,1500,-,R,[Active],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-063.png?v8
Kagome Higurashi,UA50BT/IYS-1-064,U,Red,Character,"If this Character is Active, this Character's Generate Energy +[Red].",2,1,2500,-,R+,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-064.png?v8
Kagome Higurashi,UA50BT/IYS-1-065,R,Red,Character,"[On Play] Look at the top 4 cards of your Deck, reveal up to 1 <Inuyasha> or <Kagome Higurashi> and add it to your hand. Place the rest at the bottom of your Deck in any order. If a card was added to your hand, discard 1 card from your hand.",1,1,1500,-,R,[Active],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-065.png?v8
Kagome Higurashi,UA50BT/IYS-1-066,SR,Red,Character,"[Raid] Set <Kagome Higurashi> to Active; it can move to Front Line.
[On Play] Play up to 1 Red [<Inuyasha> or <Kagome Higurashi>] with Energy Cost 3 or less and AP Cost 1 from your hand to your area Rested.
[Activate: Main] [Front Line] [1/Turn] Rest 1 Active <Inuyasha> in your Front Line. If you do, this Character gains ""This Character cannot be blocked by Characters with BP 4000 or more."" this turn, and choose up to 1 other Character on your area; this turn, BP +1000.",4,1,4000,-,R,[Raid],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-066.png?v8
Myoga,UA50BT/IYS-1-067,U,Red,Character,"[On Play] Return 1 other Character with Energy Cost 1 or less on your area to your hand. If unable to, return this Character to your hand.",1,1,1500,-,RR,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-067.png?v8
Miroku,UA50BT/IYS-1-068,C,Red,Character,-,0,1,1500,-,R,[Get],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-068.png?v8
Miroku,UA50BT/IYS-1-069,U,Red,Character,"[On Play] Draw 1 card, then discard 1 card from your hand.",2,1,3000,-,R,[Active],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-069.png?v8
Miroku,UA50BT/IYS-1-070,R,Red,Character,"[Activate: Main] [Front Line] [1/Turn] Can only be activated if <Sango> is on your area. Place 1 Event card from your Outside Area in the Remove Zone. If you do, this Character gains ""This Character cannot be blocked by Characters with BP 4000 or more."" this turn.",3,1,3000,-,RR,[Color],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-070.png?v8
Miroku,UA50BT/IYS-1-071,SR,Red,Character,"[Raid] Set <Miroku> to Active; it can move to Front Line.
[On Play] Place any number of Event cards from your Outside Area in the Remove Zone, then choose up to 1 Character in the opponent's Front Line with 'BP 2500 or less' and retire it. If <Sango> is on your area, for each card moved from Outside Area to Remove Zone by this effect, increase the BP range of Characters that can be targeted by this effect by +500.",5,1,4000,-,R,[Raid],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-071.png?v8
Bone Eater's Well,UA50BT/IYS-1-072,U,Red,Field,"[On Play] Look at the top 4 cards of your Deck, reveal up to 1 <Inuyasha> or <Kagome Higurashi> and add it to your hand. Place the rest at the bottom of your Deck in any order.",2,1,-,-,R,[Get],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-072.png?v8
That Means You Get to Choose How to Live,UA50BT/IYS-1-073,U,Red,Event,Choose up to 2 of your AP cards and set them to Active.,3,1,-,-,-,[Final],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-073.png?v8
Sit!,UA50BT/IYS-1-074,C,Red,Event,"This card can only be used if <Kagome Higurashi> is on your area.
Draw 1 card. Choose up to 1 <Inuyasha> on your area; this turn, BP +1000. You may Rest 1 Active <Inuyasha> in your Front Line. If you do, set 1 of your AP cards to Active.",3,1,-,-,-,[Color],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-074.png?v8
I've Got to Hold It Together,UA50BT/IYS-1-075,C,Red,Event,"Choose up to 1 Character on your area; this turn, BP +2000. If <Shippo> is on your area, set 1 of your AP cards to Active.",3,1,-,-,-,[Active],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-075.png?v8
I'll Protect You with My Life,UA50BT/IYS-1-076,U,Red,Event,Choose up to 2 of your AP cards and set them to Active.,3,1,-,-,-,[Final],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-076.png?v8
Wind Tunnel,UA50BT/IYS-1-077,U,Red,Event,"If <Miroku> is on your area, reduce the AP Cost of this card in your hand by 1.
Choose up to 1 Character in the opponent's Front Line with BP 5000 or less and retire it.",4,2,-,-,-,[Special],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-077.png?v8
Barrier,UA50BT/IYS-1-078,U,Red,Event,"Draw 2 cards, then discard 2 cards from your hand. If <Miroku> is on your area, set 1 of your AP cards to Active.",3,1,-,-,-,[Draw],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-078.png?v8
Tetsusaiga,UA50BT/IYS-1-079,U,Red,Event,"Choose 1 Character in the opponent's Front Line with 'BP 3000 or less' and retire it. If <Inuyasha> is on your area, replace it with 'BP 5000 or less'.",4,1,-,-,-,[Special],https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-079.png?v8
Hiraikotsu,UA50BT/IYS-1-080,C,Red,Event,"Choose 1 Character in the opponent's Front Line and Rest it.
When this card is placed in Outside Area from your hand by your own effect, if <Sango> is on your area, draw 1 card.",2,1,-,-,-,-,https://www.unionarena-tcg.com/jp/images/cardlist/card/UA50BT_IYS-1-080.png?v8
